,movie,year,imdb,metascore,votes,genre
1312,The Pursuit of Happyness,(2006),8.0,64.0,395681,"Biography, Drama"
1313,The Da Vinci Code,(2006),6.6,,364072,"Mystery, Thriller"
1314,The Illusionist,(2006),7.6,68.0,332526,"Drama, Mystery, Romance"
1315,The Devil Wears Prada,(2006),6.9,62.0,330295,"Comedy, Drama"
1316,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,(2006),7.3,89.0,327251,Comedy
1317,Cars,(2006),7.1,73.0,316469,"Animation, Comedy, Family"
1318,The Lives of Others,(2006),8.4,89.0,313670,"Drama, Thriller"
1319,Inside Man,(2006),7.6,76.0,307839,"Crime, Drama, Mystery"
1320,Mission: Impossible III,(2006),6.9,66.0,298989,"Action, Adventure, Thriller"
1321,Lucky Number Slevin,(2006),7.8,,285270,"Crime, Drama, Mystery"
1322,Night at the Museum,(2006),6.4,,278612,"Adventure, Comedy, Family"
1323,Click,(2006),6.4,,277819,"Comedy, Drama, Fantasy"
1324,Deja Vu,(2006),7.1,,271035,"Action, Crime, Sci-Fi"
1325,Babel,(I) (2006),7.5,69.0,269135,Drama
1326,Apocalypto,(2006),7.8,68.0,266193,"Action, Adventure, Drama"
1327,Superman Returns,(2006),6.1,72.0,257638,"Action, Adventure"
1328,Ice Age: The Meltdown,(2006),6.8,,227895,"Animation, Adventure, Comedy"
1329,Crank,(2006),7.0,,218010,"Action, Crime, Thriller"
1330,Heroes,(II) (2006–2010),7.6,,216081,"Drama, Fantasy, Sci-Fi"
1331,Perfume: The Story of a Murderer,(2006),7.5,,214904,"Crime, Drama, Fantasy"
1332,The Holiday,(2006),6.9,,214835,"Comedy, Romance"
1333,The Fountain,(2006),7.3,,213362,"Drama, Sci-Fi"
1334,The Fast and the Furious: Tokyo Drift,(2006),6.0,,213039,"Action, Crime, Thriller"
1335,Stranger Than Fiction,(2006),7.6,67.0,204389,"Comedy, Drama, Fantasy"
1336,Silent Hill,(2006),6.6,,199292,Horror
1337,Rocky Balboa,(2006),7.2,63.0,185203,"Drama, Sport"
1338,Underworld: Evolution,(2006),6.7,,177157,"Action, Adventure, Fantasy"
1339,Death Note,(2006–2007),9.0,,171492,"Animation, Crime, Drama"
1340,Saw III,(2006),6.2,,163170,"Horror, Mystery"
1341,The Last King of Scotland,(2006),7.7,74.0,162660,"Biography, Drama, History"
1342,Happy Feet,(2006),6.5,77.0,153713,"Animation, Adventure, Comedy"
1343,Talladega Nights: The Ballad of Ricky Bobby,(2006),6.6,66.0,149911,"Comedy, Sport"
1344,The Hills Have Eyes,(2006),6.4,,146444,"Horror, Thriller"
1345,Letters from Iwo Jima,(2006),7.9,89.0,144498,"Drama, History, War"
1346,Over the Hedge,(2006),6.7,67.0,144271,"Animation, Adventure, Comedy"
1347,Planet Earth,(2006),9.4,,140284,Documentary
1348,She's the Man,(2006),6.4,,133906,"Comedy, Romance, Sport"
1349,Smokin' Aces,(2006),6.7,,130137,"Action, Crime, Drama"
1350,The Departed,(2006),8.5,85.0,1044620,"Crime, Drama, Thriller"
1351,The Prestige,(2006),8.5,66.0,1033313,"Drama, Mystery, Sci-Fi"
1352,300,(2006),7.7,,679040,"Action, Fantasy"
1353,The Big Bang Theory,(2007– ),8.2,,623667,"Comedy, Romance"
1354,Pirates of the Caribbean: Dead Man's Chest,(2006),7.3,,600333,"Action, Adventure, Fantasy"
1355,Dexter,(2006–2013),8.7,,583604,"Crime, Drama, Mystery"
1356,Pan's Labyrinth,(2006),8.2,98.0,557807,"Drama, Fantasy, War"
1357,Casino Royale,(2006),8.0,80.0,528950,"Action, Adventure, Thriller"
1358,Blood Diamond,(2006),8.0,64.0,453871,"Adventure, Drama, Thriller"
1359,X-Men: The Last Stand,(2006),6.7,,440789,"Action, Adventure, Sci-Fi"
1360,Children of Men,(2006),7.9,84.0,418858,"Drama, Sci-Fi, Thriller"
1361,Little Miss Sunshine,(2006),7.8,80.0,401533,"Comedy, Drama"
1362,The Pursuit of Happyness,(2006),8.0,64.0,395681,"Biography, Drama"
1363,The Da Vinci Code,(2006),6.6,,364072,"Mystery, Thriller"
1364,The Illusionist,(2006),7.6,68.0,332526,"Drama, Mystery, Romance"
1365,The Devil Wears Prada,(2006),6.9,62.0,330295,"Comedy, Drama"
1366,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,(2006),7.3,89.0,327251,Comedy
1367,Cars,(2006),7.1,73.0,316469,"Animation, Comedy, Family"
1368,The Lives of Others,(2006),8.4,89.0,313670,"Drama, Thriller"
1369,Inside Man,(2006),7.6,76.0,307839,"Crime, Drama, Mystery"
1370,Mission: Impossible III,(2006),6.9,66.0,298989,"Action, Adventure, Thriller"
1371,Lucky Number Slevin,(2006),7.8,,285270,"Crime, Drama, Mystery"
1372,Night at the Museum,(2006),6.4,,278612,"Adventure, Comedy, Family"
1373,Click,(2006),6.4,,277819,"Comedy, Drama, Fantasy"
1374,Deja Vu,(2006),7.1,,271035,"Action, Crime, Sci-Fi"
1375,Babel,(I) (2006),7.5,69.0,269135,Drama
1376,Apocalypto,(2006),7.8,68.0,266193,"Action, Adventure, Drama"
1377,Superman Returns,(2006),6.1,72.0,257638,"Action, Adventure"
1378,Ice Age: The Meltdown,(2006),6.8,,227895,"Animation, Adventure, Comedy"
1379,Crank,(2006),7.0,,218010,"Action, Crime, Thriller"
1380,Heroes,(II) (2006–2010),7.6,,216081,"Drama, Fantasy, Sci-Fi"
1381,Perfume: The Story of a Murderer,(2006),7.5,,214904,"Crime, Drama, Fantasy"
1382,The Holiday,(2006),6.9,,214835,"Comedy, Romance"
1383,The Fountain,(2006),7.3,,213362,"Drama, Sci-Fi"
1384,The Fast and the Furious: Tokyo Drift,(2006),6.0,,213039,"Action, Crime, Thriller"
1385,Stranger Than Fiction,(2006),7.6,67.0,204389,"Comedy, Drama, Fantasy"
1386,Silent Hill,(2006),6.6,,199292,Horror
1387,Rocky Balboa,(2006),7.2,63.0,185203,"Drama, Sport"
1388,Underworld: Evolution,(2006),6.7,,177157,"Action, Adventure, Fantasy"
1389,Death Note,(2006–2007),9.0,,171492,"Animation, Crime, Drama"
1390,Saw III,(2006),6.2,,163170,"Horror, Mystery"
1391,The Last King of Scotland,(2006),7.7,74.0,162660,"Biography, Drama, History"
1392,Happy Feet,(2006),6.5,77.0,153713,"Animation, Adventure, Comedy"
1393,Talladega Nights: The Ballad of Ricky Bobby,(2006),6.6,66.0,149911,"Comedy, Sport"
1394,The Hills Have Eyes,(2006),6.4,,146444,"Horror, Thriller"
1395,Letters from Iwo Jima,(2006),7.9,89.0,144498,"Drama, History, War"
1396,Over the Hedge,(2006),6.7,67.0,144271,"Animation, Adventure, Comedy"
1397,Planet Earth,(2006),9.4,,140284,Documentary
1398,She's the Man,(2006),6.4,,133906,"Comedy, Romance, Sport"
1399,Smokin' Aces,(2006),6.7,,130137,"Action, Crime, Drama"
1400,No Country for Old Men,(2007),8.1,91.0,744765,"Crime, Drama, Thriller"
1401,I Am Legend,(2007),7.2,65.0,618884,"Drama, Horror, Sci-Fi"
1402,The Bourne Ultimatum,(2007),8.0,85.0,573130,"Action, Mystery, Thriller"
1403,Transformers,(2007),7.1,61.0,560876,"Action, Adventure, Sci-Fi"
1404,Ratatouille,(2007),8.0,96.0,559018,"Animation, Adventure, Comedy"
1405,Pirates of the Caribbean: At World's End,(2007),7.1,,544704,"Action, Adventure, Fantasy"
1406,Into the Wild,(2007),8.1,73.0,512927,"Adventure, Biography, Drama"
1407,Superbad,(2007),7.6,76.0,473204,Comedy
1408,Juno,(2007),7.5,81.0,458426,"Comedy, Drama"
1409,There Will Be Blood,(2007),8.2,93.0,451532,Drama
1410,Spider-Man 3,(2007),6.2,,447851,"Action, Adventure, Sci-Fi"
1411,Harry Potter and the Order of the Phoenix,(2007),7.5,71.0,437232,"Adventure, Family, Fantasy"
1412,Hot Fuzz,(2007),7.9,81.0,414548,"Action, Comedy"
1413,Zodiac,(2007),7.7,78.0,377305,"Crime, Drama, Mystery"
1414,Live Free or Die Hard,(2007),7.1,69.0,366094,"Action, Adventure, Thriller"
1415,American Gangster,(2007),7.8,76.0,359622,"Biography, Crime, Drama"
1416,Knocked Up,(2007),7.0,85.0,326470,"Comedy, Drama, Romance"
1417,Sweeney Todd: The Demon Barber of Fleet Street,(2007),7.4,83.0,316723,"Drama, Horror, Musical"
1418,Ocean's Thirteen,(2007),6.9,62.0,291678,"Crime, Thriller"
1419,Shooter,(I) (2007),7.2,,286470,"Action, Crime, Drama"
1420,The Simpsons Movie,(2007),7.3,80.0,286450,"Animation, Adventure, Comedy"
1421,3:10 to Yuma,(2007),7.7,76.0,265044,"Action, Crime, Drama"
1422,The Mist,(2007),7.2,,255116,"Horror, Sci-Fi"
1423,Shrek the Third,(2007),6.1,,247078,"Animation, Adventure, Comedy"
1424,Death Proof,(2007),7.0,,238270,"Action, Thriller"
1425,1408,(2007),6.8,64.0,237759,"Drama, Horror"
1426,28 Weeks Later,(2007),7.0,78.0,237638,"Drama, Horror, Sci-Fi"
1427,Stardust,(2007),7.7,66.0,235587,"Adventure, Family, Fantasy"
1428,Fantastic 4: Rise of the Silver Surfer,(2007),5.6,,234644,"Action, Adventure, Fantasy"
1429,Gone Baby Gone,(2007),7.7,72.0,228221,"Crime, Drama, Mystery"
1430,Atonement,(2007),7.8,85.0,223008,"Drama, Mystery, Romance"
1431,Sunshine,(2007),7.3,64.0,215975,"Adventure, Sci-Fi, Thriller"
1432,Eastern Promises,(2007),7.7,82.0,210639,"Action, Crime, Drama"
1433,The Bucket List,(2007),7.4,,209681,"Adventure, Comedy, Drama"
1434,Ghost Rider,(2007),5.2,,205322,"Action, Adventure, Fantasy"
1435,Paranormal Activity,(2007),6.3,68.0,204943,Horror
1436,Disturbia,(2007),6.9,62.0,204408,"Crime, Drama, Mystery"
1437,National Treasure: Book of Secrets,(2007),6.5,,202122,"Action, Adventure, Family"
1438,P.S. I Love You,(2007),7.1,,188893,"Drama, Romance"
1439,Planet Terror,(2007),7.1,,185320,"Action, Comedy, Horror"
1440,The Number 23,(2007),6.4,,182074,"Crime, Mystery, Thriller"
1441,Mad Men,(2007–2015),8.6,,174010,Drama
1442,Resident Evil: Extinction,(2007),6.3,,170141,"Action, Horror, Sci-Fi"
1443,Grindhouse,(2007),7.6,77.0,167680,"Action, Horror, Thriller"
1444,Fracture,(2007),7.2,68.0,165226,"Crime, Drama, Mystery"
1445,The Golden Compass,(2007),6.1,,164877,"Adventure, Family, Fantasy"
1446,Enchanted,(2007),7.1,75.0,162119,"Animation, Comedy, Family"
1447,The Darjeeling Limited,(2007),7.2,67.0,161558,"Adventure, Comedy, Drama"
1448,Californication,(2007–2014),8.3,,161142,"Comedy, Drama"
1449,The Man from Earth,(2007),7.9,,156936,"Drama, Fantasy, Sci-Fi"
1450,No Country for Old Men,(2007),8.1,91.0,744765,"Crime, Drama, Thriller"
1451,I Am Legend,(2007),7.2,65.0,618884,"Drama, Horror, Sci-Fi"
1452,The Bourne Ultimatum,(2007),8.0,85.0,573130,"Action, Mystery, Thriller"
1453,Transformers,(2007),7.1,61.0,560876,"Action, Adventure, Sci-Fi"
1454,Ratatouille,(2007),8.0,96.0,559018,"Animation, Adventure, Comedy"
1455,Pirates of the Caribbean: At World's End,(2007),7.1,,544704,"Action, Adventure, Fantasy"
1456,Into the Wild,(2007),8.1,73.0,512927,"Adventure, Biography, Drama"
1457,Superbad,(2007),7.6,76.0,473204,Comedy
1458,Juno,(2007),7.5,81.0,458426,"Comedy, Drama"
1459,There Will Be Blood,(2007),8.2,93.0,451532,Drama
1460,Spider-Man 3,(2007),6.2,,447851,"Action, Adventure, Sci-Fi"
1461,Harry Potter and the Order of the Phoenix,(2007),7.5,71.0,437232,"Adventure, Family, Fantasy"
1462,Hot Fuzz,(2007),7.9,81.0,414548,"Action, Comedy"
1463,Zodiac,(2007),7.7,78.0,377305,"Crime, Drama, Mystery"
1464,Live Free or Die Hard,(2007),7.1,69.0,366094,"Action, Adventure, Thriller"
1465,American Gangster,(2007),7.8,76.0,359622,"Biography, Crime, Drama"
1466,Knocked Up,(2007),7.0,85.0,326470,"Comedy, Drama, Romance"
1467,Sweeney Todd: The Demon Barber of Fleet Street,(2007),7.4,83.0,316723,"Drama, Horror, Musical"
1468,Ocean's Thirteen,(2007),6.9,62.0,291678,"Crime, Thriller"
1469,Shooter,(I) (2007),7.2,,286470,"Action, Crime, Drama"
1470,The Simpsons Movie,(2007),7.3,80.0,286450,"Animation, Adventure, Comedy"
1471,3:10 to Yuma,(2007),7.7,76.0,265044,"Action, Crime, Drama"
1472,The Mist,(2007),7.2,,255116,"Horror, Sci-Fi"
1473,Shrek the Third,(2007),6.1,,247078,"Animation, Adventure, Comedy"
1474,Death Proof,(2007),7.0,,238270,"Action, Thriller"
1475,1408,(2007),6.8,64.0,237759,"Drama, Horror"
1476,28 Weeks Later,(2007),7.0,78.0,237638,"Drama, Horror, Sci-Fi"
1477,Stardust,(2007),7.7,66.0,235587,"Adventure, Family, Fantasy"
1478,Fantastic 4: Rise of the Silver Surfer,(2007),5.6,,234644,"Action, Adventure, Fantasy"
1479,Gone Baby Gone,(2007),7.7,72.0,228221,"Crime, Drama, Mystery"
1480,Atonement,(2007),7.8,85.0,223008,"Drama, Mystery, Romance"
1481,Sunshine,(2007),7.3,64.0,215975,"Adventure, Sci-Fi, Thriller"
1482,Eastern Promises,(2007),7.7,82.0,210639,"Action, Crime, Drama"
1483,The Bucket List,(2007),7.4,,209681,"Adventure, Comedy, Drama"
1484,Ghost Rider,(2007),5.2,,205322,"Action, Adventure, Fantasy"
1485,Paranormal Activity,(2007),6.3,68.0,204943,Horror
1486,Disturbia,(2007),6.9,62.0,204408,"Crime, Drama, Mystery"
1487,National Treasure: Book of Secrets,(2007),6.5,,202122,"Action, Adventure, Family"
1488,P.S. I Love You,(2007),7.1,,188893,"Drama, Romance"
1489,Planet Terror,(2007),7.1,,185320,"Action, Comedy, Horror"
1490,The Number 23,(2007),6.4,,182074,"Crime, Mystery, Thriller"
1491,Mad Men,(2007–2015),8.6,,174010,Drama
1492,Resident Evil: Extinction,(2007),6.3,,170141,"Action, Horror, Sci-Fi"
1493,Grindhouse,(2007),7.6,77.0,167680,"Action, Horror, Thriller"
1494,Fracture,(2007),7.2,68.0,165226,"Crime, Drama, Mystery"
1495,The Golden Compass,(2007),6.1,,164877,"Adventure, Family, Fantasy"
1496,Enchanted,(2007),7.1,75.0,162119,"Animation, Comedy, Family"
1497,The Darjeeling Limited,(2007),7.2,67.0,161558,"Adventure, Comedy, Drama"
1498,Californication,(2007–2014),8.3,,161142,"Comedy, Drama"
1499,The Man from Earth,(2007),7.9,,156936,"Drama, Fantasy, Sci-Fi"
1500,No Country for Old Men,(2007),8.1,91.0,744765,"Crime, Drama, Thriller"
1501,I Am Legend,(2007),7.2,65.0,618884,"Drama, Horror, Sci-Fi"
1502,The Bourne Ultimatum,(2007),8.0,85.0,573130,"Action, Mystery, Thriller"
1503,Transformers,(2007),7.1,61.0,560876,"Action, Adventure, Sci-Fi"
1504,Ratatouille,(2007),8.0,96.0,559018,"Animation, Adventure, Comedy"
1505,Pirates of the Caribbean: At World's End,(2007),7.1,,544704,"Action, Adventure, Fantasy"
1506,Into the Wild,(2007),8.1,73.0,512927,"Adventure, Biography, Drama"
1507,Superbad,(2007),7.6,76.0,473204,Comedy
1508,Juno,(2007),7.5,81.0,458426,"Comedy, Drama"
1509,There Will Be Blood,(2007),8.2,93.0,451532,Drama
1510,Spider-Man 3,(2007),6.2,,447851,"Action, Adventure, Sci-Fi"
1511,Harry Potter and the Order of the Phoenix,(2007),7.5,71.0,437232,"Adventure, Family, Fantasy"
1512,Hot Fuzz,(2007),7.9,81.0,414548,"Action, Comedy"
1513,Zodiac,(2007),7.7,78.0,377305,"Crime, Drama, Mystery"
1514,Live Free or Die Hard,(2007),7.1,69.0,366094,"Action, Adventure, Thriller"
1515,American Gangster,(2007),7.8,76.0,359622,"Biography, Crime, Drama"
1516,Knocked Up,(2007),7.0,85.0,326470,"Comedy, Drama, Romance"
1517,Sweeney Todd: The Demon Barber of Fleet Street,(2007),7.4,83.0,316723,"Drama, Horror, Musical"
1518,Ocean's Thirteen,(2007),6.9,62.0,291678,"Crime, Thriller"
1519,Shooter,(I) (2007),7.2,,286470,"Action, Crime, Drama"
1520,The Simpsons Movie,(2007),7.3,80.0,286450,"Animation, Adventure, Comedy"
1521,3:10 to Yuma,(2007),7.7,76.0,265044,"Action, Crime, Drama"
1522,The Mist,(2007),7.2,,255116,"Horror, Sci-Fi"
1523,Shrek the Third,(2007),6.1,,247078,"Animation, Adventure, Comedy"
1524,Death Proof,(2007),7.0,,238270,"Action, Thriller"
1525,1408,(2007),6.8,64.0,237759,"Drama, Horror"
1526,28 Weeks Later,(2007),7.0,78.0,237638,"Drama, Horror, Sci-Fi"
1527,Stardust,(2007),7.7,66.0,235587,"Adventure, Family, Fantasy"
1528,Fantastic 4: Rise of the Silver Surfer,(2007),5.6,,234644,"Action, Adventure, Fantasy"
1529,Gone Baby Gone,(2007),7.7,72.0,228221,"Crime, Drama, Mystery"
1530,Atonement,(2007),7.8,85.0,223008,"Drama, Mystery, Romance"
1531,Sunshine,(2007),7.3,64.0,215975,"Adventure, Sci-Fi, Thriller"
1532,Eastern Promises,(2007),7.7,82.0,210639,"Action, Crime, Drama"
1533,The Bucket List,(2007),7.4,,209681,"Adventure, Comedy, Drama"
1534,Ghost Rider,(2007),5.2,,205322,"Action, Adventure, Fantasy"
1535,Paranormal Activity,(2007),6.3,68.0,204943,Horror
1536,Disturbia,(2007),6.9,62.0,204408,"Crime, Drama, Mystery"
1537,National Treasure: Book of Secrets,(2007),6.5,,202122,"Action, Adventure, Family"
1538,P.S. I Love You,(2007),7.1,,188893,"Drama, Romance"
1539,Planet Terror,(2007),7.1,,185320,"Action, Comedy, Horror"
1540,The Number 23,(2007),6.4,,182074,"Crime, Mystery, Thriller"
1541,Mad Men,(2007–2015),8.6,,174010,Drama
1542,Resident Evil: Extinction,(2007),6.3,,170141,"Action, Horror, Sci-Fi"
1543,Grindhouse,(2007),7.6,77.0,167680,"Action, Horror, Thriller"
1544,Fracture,(2007),7.2,68.0,165226,"Crime, Drama, Mystery"
1545,The Golden Compass,(2007),6.1,,164877,"Adventure, Family, Fantasy"
1546,Enchanted,(2007),7.1,75.0,162119,"Animation, Comedy, Family"
1547,The Darjeeling Limited,(2007),7.2,67.0,161558,"Adventure, Comedy, Drama"
1548,Californication,(2007–2014),8.3,,161142,"Comedy, Drama"
1549,The Man from Earth,(2007),7.9,,156936,"Drama, Fantasy, Sci-Fi"
1550,No Country for Old Men,(2007),8.1,91.0,744765,"Crime, Drama, Thriller"
1551,I Am Legend,(2007),7.2,65.0,618884,"Drama, Horror, Sci-Fi"
1552,The Bourne Ultimatum,(2007),8.0,85.0,573130,"Action, Mystery, Thriller"
1553,Transformers,(2007),7.1,61.0,560876,"Action, Adventure, Sci-Fi"
1554,Ratatouille,(2007),8.0,96.0,559018,"Animation, Adventure, Comedy"
1555,Pirates of the Caribbean: At World's End,(2007),7.1,,544704,"Action, Adventure, Fantasy"
1556,Into the Wild,(2007),8.1,73.0,512927,"Adventure, Biography, Drama"
1557,Superbad,(2007),7.6,76.0,473204,Comedy
1558,Juno,(2007),7.5,81.0,458426,"Comedy, Drama"
1559,There Will Be Blood,(2007),8.2,93.0,451532,Drama
1560,Spider-Man 3,(2007),6.2,,447851,"Action, Adventure, Sci-Fi"
1561,Harry Potter and the Order of the Phoenix,(2007),7.5,71.0,437232,"Adventure, Family, Fantasy"
1562,Hot Fuzz,(2007),7.9,81.0,414548,"Action, Comedy"
1563,Zodiac,(2007),7.7,78.0,377305,"Crime, Drama, Mystery"
1564,Live Free or Die Hard,(2007),7.1,69.0,366094,"Action, Adventure, Thriller"
1565,American Gangster,(2007),7.8,76.0,359622,"Biography, Crime, Drama"
1566,Knocked Up,(2007),7.0,85.0,326470,"Comedy, Drama, Romance"
1567,Sweeney Todd: The Demon Barber of Fleet Street,(2007),7.4,83.0,316723,"Drama, Horror, Musical"
1568,Ocean's Thirteen,(2007),6.9,62.0,291678,"Crime, Thriller"
1569,Shooter,(I) (2007),7.2,,286470,"Action, Crime, Drama"
1570,The Simpsons Movie,(2007),7.3,80.0,286450,"Animation, Adventure, Comedy"
1571,3:10 to Yuma,(2007),7.7,76.0,265044,"Action, Crime, Drama"
1572,The Mist,(2007),7.2,,255116,"Horror, Sci-Fi"
1573,Shrek the Third,(2007),6.1,,247078,"Animation, Adventure, Comedy"
1574,Death Proof,(2007),7.0,,238270,"Action, Thriller"
1575,1408,(2007),6.8,64.0,237759,"Drama, Horror"
1576,28 Weeks Later,(2007),7.0,78.0,237638,"Drama, Horror, Sci-Fi"
1577,Stardust,(2007),7.7,66.0,235587,"Adventure, Family, Fantasy"
1578,Fantastic 4: Rise of the Silver Surfer,(2007),5.6,,234644,"Action, Adventure, Fantasy"
1579,Gone Baby Gone,(2007),7.7,72.0,228221,"Crime, Drama, Mystery"
1580,Atonement,(2007),7.8,85.0,223008,"Drama, Mystery, Romance"
1581,Sunshine,(2007),7.3,64.0,215975,"Adventure, Sci-Fi, Thriller"
1582,Eastern Promises,(2007),7.7,82.0,210639,"Action, Crime, Drama"
1583,The Bucket List,(2007),7.4,,209681,"Adventure, Comedy, Drama"
1584,Ghost Rider,(2007),5.2,,205322,"Action, Adventure, Fantasy"
1585,Paranormal Activity,(2007),6.3,68.0,204943,Horror
1586,Disturbia,(2007),6.9,62.0,204408,"Crime, Drama, Mystery"
1587,National Treasure: Book of Secrets,(2007),6.5,,202122,"Action, Adventure, Family"
1588,P.S. I Love You,(2007),7.1,,188893,"Drama, Romance"
1589,Planet Terror,(2007),7.1,,185320,"Action, Comedy, Horror"
1590,The Number 23,(2007),6.4,,182074,"Crime, Mystery, Thriller"
1591,Mad Men,(2007–2015),8.6,,174010,Drama
1592,Resident Evil: Extinction,(2007),6.3,,170141,"Action, Horror, Sci-Fi"
1593,Grindhouse,(2007),7.6,77.0,167680,"Action, Horror, Thriller"
1594,Fracture,(2007),7.2,68.0,165226,"Crime, Drama, Mystery"
1595,The Golden Compass,(2007),6.1,,164877,"Adventure, Family, Fantasy"
1596,Enchanted,(2007),7.1,75.0,162119,"Animation, Comedy, Family"
1597,The Darjeeling Limited,(2007),7.2,67.0,161558,"Adventure, Comedy, Drama"
1598,Californication,(2007–2014),8.3,,161142,"Comedy, Drama"
1599,The Man from Earth,(2007),7.9,,156936,"Drama, Fantasy, Sci-Fi"
1600,The Dark Knight,(2008),9.0,84.0,2000140,"Action, Crime, Drama"
1601,Breaking Bad,(2008–2013),9.5,,1142885,"Crime, Drama, Thriller"
1602,WALL·E,(2008),8.4,95.0,878382,"Animation, Adventure, Family"
1603,Iron Man,(2008),7.9,79.0,824395,"Action, Adventure, Sci-Fi"
1604,Slumdog Millionaire,(2008),8.0,86.0,731164,"Drama, Romance"
1605,Gran Torino,(2008),8.1,72.0,655558,Drama
1606,Taken,(I) (2008),7.8,,530609,"Action, Crime, Thriller"
1607,The Curious Case of Benjamin Button,(2008),7.8,70.0,526815,"Drama, Fantasy, Romance"
1608,Hancock,(2008),6.4,,400993,"Action, Drama, Fantasy"
1609,Twilight,(I) (2008),5.2,,385564,"Drama, Fantasy, Romance"
1610,The Incredible Hulk,(2008),6.8,61.0,383946,"Action, Adventure, Sci-Fi"
1611,The Hurt Locker,(2008),7.6,94.0,383795,"Drama, Thriller, War"
1612,Indiana Jones and the Kingdom of the Crystal Skull,(2008),6.2,65.0,382340,"Action, Adventure, Fantasy"
1613,Quantum of Solace,(2008),6.6,,370712,"Action, Adventure, Thriller"
1614,Kung Fu Panda,(2008),7.6,73.0,368030,"Animation, Action, Adventure"
1615,In Bruges,(2008),7.9,67.0,354191,"Comedy, Crime, Drama"
